0.000, Bid:,0,Ask:,0,
30.286, Bid:,0,Ask:,1,101,1,
30.429, Bid:,0,Ask:,2,100,1,101,1,
30.714, Bid:,0,Ask:,1,101,1,
31.000, Bid:,0,Ask:,2,100,1,101,1,
31.286, Bid:,0,Ask:,1,101,1,
32.143, Bid:,0,Ask:,0,
60.286, Bid:,0,Ask:,1,100,1,
60.429, Bid:,0,Ask:,0,
60.571, Bid:,1,101,1,Ask:,0,
60.714, Bid:,2,100,1,101,1,Ask:,0,
61.714, Bid:,1,100,1,Ask:,0,
61.857, Bid:,1,100,1,Ask:,1,101,1,
90.571, Bid:,0,Ask:,0,
90.571, Bid:,1,101,1,Ask:,0,
90.714, Bid:,0,Ask:,0,
91.143, Bid:,0,Ask:,1,100,1,
91.571, Bid:,0,Ask:,0,
92.000, Bid:,1,100,1,Ask:,0,
92.714, Bid:,1,100,1,Ask:,1,101,1,
120.857, Bid:,0,Ask:,0,
120.857, Bid:,1,101,1,Ask:,0,
121.286, Bid:,0,Ask:,0,
121.714, Bid:,1,100,1,Ask:,0,
122.143, Bid:,1,100,1,Ask:,1,101,1,
122.286, Bid:,0,Ask:,1,101,1,
122.714, Bid:,1,100,1,Ask:,1,101,1,
151.143, Bid:,0,Ask:,0,
151.143, Bid:,1,101,1,Ask:,0,
151.429, Bid:,2,100,1,101,1,Ask:,0,
151.571, Bid:,1,100,1,Ask:,0,
151.714, Bid:,0,Ask:,0,
151.857, Bid:,1,100,1,Ask:,0,
153.429, Bid:,0,Ask:,0,
181.429, Bid:,1,100,1,Ask:,0,
181.571, Bid:,0,Ask:,0,
181.857, Bid:,0,Ask:,1,100,1,
182.000, Bid:,0,Ask:,2,100,1,101,1,
182.571, Bid:,0,Ask:,1,101,1,
182.714, Bid:,0,Ask:,0,
211.714, Bid:,0,Ask:,1,101,1,
211.857, Bid:,0,Ask:,0,
212.143, Bid:,0,Ask:,1,100,1,
212.286, Bid:,0,Ask:,0,
212.429, Bid:,1,100,1,Ask:,0,
212.571, Bid:,0,Ask:,0,
242.000, Bid:,1,100,1,Ask:,0,
242.286, Bid:,0,Ask:,0,
242.571, Bid:,1,100,1,Ask:,0,
244.000, Bid:,2,100,1,101,1,Ask:,0,
246.143, Bid:,1,100,1,Ask:,0,
248.571, Bid:,0,Ask:,0,
272.143, Bid:,1,101,1,Ask:,0,
272.286, Bid:,2,100,1,101,1,Ask:,0,
272.429, Bid:,1,100,1,Ask:,0,
272.714, Bid:,1,100,2,Ask:,0,
273.143, Bid:,1,100,1,Ask:,0,
273.429, Bid:,0,Ask:,0,
302.286, Bid:,0,Ask:,1,100,1,
302.429, Bid:,0,Ask:,1,100,2,
302.857, Bid:,0,Ask:,1,100,1,
303.000, Bid:,0,Ask:,0,
303.714, Bid:,1,101,1,Ask:,0,
303.857, Bid:,0,Ask:,0,
