TRD, 21.428571, 105
TRD, 36.571429, 103
TRD, 38.000000, 101
TRD, 79.571429, 99
TRD, 86.142857, 95
TRD, 92.428571, 105
TRD, 189.428571, 100
TRD, 205.714286, 100
TRD, 259.428571, 99
TRD, 280.285714, 99
TRD, 319.000000, 100
TRD, 621.285714, 99
TRD, 665.285714, 99
TRD, 687.428571, 99
TRD, 726.000000, 99
TRD, 751.142857, 99
TRD, 761.714286, 99
TRD, 761.857143, 99
TRD, 790.285714, 99
TRD, 827.857143, 99
TRD, 858.571429, 99
TRD, 884.000000, 99
TRD, 908.571429, 101
TRD, 985.000000, 99
TRD, 1011.000000, 99
TRD, 1039.571429, 99
TRD, 1066.857143, 99
TRD, 1184.428571, 99
TRD, 1216.142857, 99
TRD, 1246.000000, 99
TRD, 1261.285714, 99
TRD, 1273.714286, 99
TRD, 1273.857143, 99
TRD, 1303.714286, 99
TRD, 1333.714286, 99
TRD, 1336.285714, 99
TRD, 1362.714286, 99
TRD, 1402.857143, 99
TRD, 1428.714286, 99
TRD, 1439.142857, 99
TRD, 1459.571429, 99
TRD, 1514.571429, 99
TRD, 1546.142857, 99
TRD, 1571.857143, 99
TRD, 1608.857143, 99
TRD, 1627.142857, 99
TRD, 1653.714286, 99
TRD, 1684.714286, 99
TRD, 1702.571429, 99
TRD, 1740.857143, 99
TRD, 1758.428571, 99
TRD, 1788.571429, 99
TRD, 1856.571429, 99
TRD, 1863.857143, 99
TRD, 1910.285714, 99
TRD, 1924.285714, 99
TRD, 1948.142857, 99
TRD, 1953.142857, 99
TRD, 1987.857143, 99
TRD, 2003.428571, 99
TRD, 2035.714286, 99
TRD, 2050.000000, 99
TRD, 2090.000000, 99
TRD, 2093.000000, 99
TRD, 2146.428571, 99
TRD, 2155.857143, 99
TRD, 2168.285714, 99
TRD, 2180.285714, 99
TRD, 2211.857143, 99
TRD, 2231.285714, 99
TRD, 2268.714286, 99
TRD, 2276.714286, 99
TRD, 2309.571429, 99
TRD, 2330.857143, 99
TRD, 2347.000000, 99
TRD, 2363.571429, 99
TRD, 2406.714286, 99
TRD, 2426.714286, 99
TRD, 2447.142857, 99
TRD, 2470.428571, 99
TRD, 2483.714286, 99
TRD, 2521.857143, 99
TRD, 2543.285714, 99
TRD, 2579.285714, 99
TRD, 2589.857143, 99
TRD, 2606.285714, 99
TRD, 2622.142857, 99
TRD, 2657.285714, 99
TRD, 2664.714286, 99
TRD, 2700.571429, 99
TRD, 2715.571429, 99
TRD, 2754.428571, 99
TRD, 2771.142857, 99
TRD, 2798.857143, 99
TRD, 2831.857143, 99
TRD, 2876.142857, 99
TRD, 2890.000000, 99
TRD, 2908.428571, 99
TRD, 2941.428571, 99
TRD, 2978.142857, 99
TRD, 3003.714286, 99
TRD, 3015.714286, 99
TRD, 3028.285714, 99
TRD, 3085.285714, 99
TRD, 3113.714286, 99
TRD, 3133.714286, 99
TRD, 3169.285714, 99
TRD, 3179.142857, 99
TRD, 3233.285714, 99
TRD, 3257.428571, 99
TRD, 3270.571429, 99
TRD, 3272.714286, 99
TRD, 3301.857143, 99
TRD, 3339.285714, 99
TRD, 3374.142857, 99
TRD, 3390.428571, 99
TRD, 3417.285714, 99
TRD, 3457.000000, 99
TRD, 3481.428571, 99
TRD, 3509.714286, 99
TRD, 3543.000000, 99
TRD, 3552.285714, 99
TRD, 3602.000000, 99
TRD, 3660.857143, 99
TRD, 3680.857143, 99
TRD, 3708.000000, 99
TRD, 3751.857143, 99
TRD, 3776.285714, 99
TRD, 3803.285714, 99
TRD, 3815.857143, 99
TRD, 3832.142857, 99
TRD, 3837.428571, 99
TRD, 3862.285714, 99
TRD, 3899.142857, 99
TRD, 3932.285714, 99
TRD, 3972.571429, 99
TRD, 3996.714286, 99
TRD, 4030.285714, 99
TRD, 4042.714286, 99
TRD, 4057.142857, 99
TRD, 4079.571429, 99
TRD, 4122.000000, 99
TRD, 4163.714286, 99
TRD, 4171.000000, 99
TRD, 4203.142857, 99
TRD, 4246.857143, 99
TRD, 4278.428571, 99
TRD, 4322.142857, 99
TRD, 4365.571429, 99
TRD, 4385.714286, 99
TRD, 4386.571429, 99
TRD, 4417.285714, 99
TRD, 4432.571429, 99
TRD, 4473.857143, 99
TRD, 4509.857143, 99
TRD, 4510.571429, 99
TRD, 4538.571429, 99
TRD, 4561.714286, 99
TRD, 4594.285714, 99
TRD, 4630.142857, 99
TRD, 4657.428571, 99
TRD, 4683.714286, 99
TRD, 4711.571429, 99
TRD, 4733.285714, 99
TRD, 4750.142857, 99
TRD, 4780.714286, 99
TRD, 4812.428571, 99
TRD, 4831.142857, 99
TRD, 4861.714286, 99
TRD, 4878.428571, 99
TRD, 4903.714286, 99
TRD, 4929.285714, 99
TRD, 4943.285714, 99
TRD, 4989.285714, 99
