TRD, 16.285714, 105
TRD, 31.428571, 103
TRD, 31.571429, 101
TRD, 60.571429, 97
TRD, 76.857143, 103
TRD, 91.714286, 105
TRD, 98.142857, 106
TRD, 121.285714, 106
TRD, 136.571429, 104
TRD, 151.714286, 102
TRD, 182.142857, 89
TRD, 182.714286, 109
TRD, 212.571429, 100
TRD, 242.857143, 109
TRD, 243.000000, 95
TRD, 258.428571, 97
TRD, 273.142857, 86
TRD, 302.571429, 104
TRD, 305.000000, 97
TRD, 318.714286, 108
TRD, 364.000000, 100
TRD, 365.142857, 105
TRD, 378.000000, 110
TRD, 393.000000, 100
TRD, 393.571429, 104
TRD, 423.285714, 109
TRD, 439.285714, 102
TRD, 453.285714, 106
TRD, 454.428571, 97
TRD, 484.857143, 102
TRD, 499.285714, 105
TRD, 514.571429, 94
TRD, 529.285714, 105
TRD, 544.428571, 106
TRD, 545.571429, 96
TRD, 546.428571, 87
TRD, 589.285714, 97
TRD, 604.428571, 108
TRD, 620.285714, 88
TRD, 620.428571, 101
TRD, 636.142857, 99
TRD, 636.714286, 105
TRD, 665.428571, 108
TRD, 681.428571, 91
TRD, 696.000000, 96
TRD, 726.285714, 105
TRD, 741.571429, 100
TRD, 756.428571, 108
TRD, 758.285714, 100
TRD, 785.857143, 112
TRD, 786.285714, 95
TRD, 786.857143, 99
TRD, 816.285714, 100
TRD, 847.285714, 105
TRD, 862.571429, 103
TRD, 877.571429, 98
TRD, 907.000000, 103
TRD, 908.714286, 98
TRD, 923.428571, 95
TRD, 940.285714, 89
TRD, 968.857143, 93
TRD, 983.142857, 110
TRD, 999.142857, 95
TRD, 1028.285714, 93
TRD, 1028.714286, 105
TRD, 1059.571429, 93
TRD, 1074.000000, 105
TRD, 1074.714286, 91
TRD, 1104.000000, 112
TRD, 1106.000000, 104
TRD, 1119.714286, 90
TRD, 1134.571429, 103
TRD, 1150.000000, 114
TRD, 1152.000000, 86
TRD, 1166.142857, 95
TRD, 1180.428571, 97
TRD, 1210.000000, 98
TRD, 1211.428571, 92
TRD, 1240.714286, 104
TRD, 1256.857143, 95
TRD, 1271.714286, 114
TRD, 1285.714286, 107
TRD, 1285.857143, 105
TRD, 1301.571429, 104
TRD, 1317.285714, 95
TRD, 1332.000000, 109
TRD, 1332.714286, 104
TRD, 1362.142857, 100
TRD, 1362.714286, 96
TRD, 1393.571429, 89
TRD, 1422.000000, 90
TRD, 1422.428571, 105
TRD, 1423.285714, 97
TRD, 1438.285714, 90
TRD, 1453.571429, 95
TRD, 1483.142857, 96
TRD, 1498.142857, 92
TRD, 1513.142857, 112
TRD, 1543.571429, 99
