TRD, 30.142857, 81
TRD, 30.285714, 117
TRD, 54.714286, 55
TRD, 60.571429, 94
TRD, 76.857143, 111
TRD, 81.428571, 124
TRD, 95.428571, 101
TRD, 115.142857, 116
TRD, 124.571429, 67
TRD, 129.000000, 94
TRD, 152.428571, 143
TRD, 182.000000, 74
TRD, 185.428571, 94
TRD, 187.857143, 129
TRD, 196.571429, 106
TRD, 231.571429, 49
TRD, 237.857143, 109
TRD, 243.142857, 80
TRD, 264.000000, 46
TRD, 272.857143, 116
TRD, 280.857143, 102
TRD, 304.428571, 129
TRD, 314.571429, 94
TRD, 333.000000, 143
TRD, 333.428571, 76
TRD, 334.857143, 85
TRD, 363.000000, 82
TRD, 388.000000, 55
TRD, 390.428571, 127
TRD, 399.714286, 58
TRD, 414.000000, 90
TRD, 423.571429, 82
TRD, 426.857143, 138
TRD, 453.000000, 81
TRD, 463.571429, 56
TRD, 465.142857, 145
TRD, 498.571429, 65
TRD, 513.428571, 107
TRD, 514.285714, 120
TRD, 521.714286, 63
TRD, 526.428571, 105
TRD, 535.714286, 86
TRD, 573.000000, 95
TRD, 574.857143, 55
TRD, 589.285714, 128
TRD, 605.428571, 97
TRD, 607.857143, 69
TRD, 614.000000, 125
TRD, 637.714286, 102
TRD, 642.571429, 58
TRD, 664.714286, 91
TRD, 684.142857, 130
TRD, 696.428571, 85
TRD, 708.142857, 107
TRD, 726.428571, 71
TRD, 728.000000, 100
TRD, 742.142857, 112
TRD, 742.857143, 69
TRD, 764.714286, 87
TRD, 779.571429, 122
TRD, 787.142857, 86
TRD, 790.428571, 101
TRD, 805.142857, 69
TRD, 811.571429, 117
TRD, 840.142857, 102
TRD, 847.000000, 134
TRD, 847.428571, 60
TRD, 864.428571, 126
TRD, 878.142857, 99
TRD, 886.285714, 157
TRD, 892.714286, 95
TRD, 915.285714, 108
TRD, 937.285714, 90
TRD, 937.428571, 42
TRD, 951.857143, 95
TRD, 963.714286, 57
TRD, 969.142857, 146
TRD, 990.285714, 103
TRD, 998.142857, 125
TRD, 999.000000, 75
TRD, 1020.571429, 103
TRD, 1027.571429, 79
TRD, 1052.285714, 141
TRD, 1053.142857, 83
TRD, 1070.428571, 120
TRD, 1080.000000, 101
TRD, 1099.857143, 91
TRD, 1103.571429, 104
TRD, 1116.285714, 75
TRD, 1140.571429, 122
TRD, 1145.571429, 129
TRD, 1149.714286, 84
TRD, 1164.142857, 145
TRD, 1176.571429, 85
TRD, 1186.571429, 120
TRD, 1193.142857, 80
TRD, 1210.142857, 74
TRD, 1230.428571, 107
TRD, 1235.857143, 83
TRD, 1238.142857, 136
TRD, 1255.857143, 61
TRD, 1265.857143, 49
TRD, 1272.714286, 90
TRD, 1285.714286, 58
TRD, 1290.428571, 71
TRD, 1301.428571, 95
TRD, 1316.000000, 89
TRD, 1327.000000, 62
TRD, 1331.857143, 116
TRD, 1341.000000, 103
TRD, 1343.571429, 143
TRD, 1364.285714, 80
TRD, 1389.142857, 86
TRD, 1393.571429, 124
TRD, 1417.714286, 87
TRD, 1418.142857, 92
TRD, 1422.142857, 67
TRD, 1444.571429, 57
TRD, 1449.142857, 96
TRD, 1466.000000, 112
TRD, 1475.714286, 89
TRD, 1488.000000, 152
TRD, 1506.714286, 82
TRD, 1531.714286, 120
TRD, 1532.285714, 72
TRD, 1544.571429, 94
TRD, 1553.571429, 53
TRD, 1566.857143, 125
TRD, 1594.428571, 99
